    0.000000000000000E+00    0.000000000000000E+00    0.200000000000000E+01
    0.400000000000000E-02    0.200014933136216E-01    0.200055997843799E+01
    0.800000000000000E-02    0.400119456155663E-01    0.200223965363551E+01
    0.120000000000000E-01    0.600403116883743E-01    0.200503824421825E+01
    0.160000000000000E-01    0.800955379737241E-01    0.200895444423547E+01
    0.200000000000000E-01    0.100186558355761E+00    0.201398641749377E+01
    0.240000000000000E-01    0.120322289877533E+00    0.202013178955705E+01
    0.280000000000000E-01    0.140511628390534E+00    0.202738763741255E+01
    0.320000000000000E-01    0.160763444137358E+00    0.203575047680304E+01
    0.360000000000000E-01    0.181086577433484E+00    0.204521624812271E+01
    0.400000000000000E-01    0.201489833735135E+00    0.205578029945262E+01
    0.440000000000000E-01    0.221981978528336E+00    0.206743736593815E+01
    0.480000000000000E-01    0.242571732623541E+00    0.208018154911998E+01
    0.520000000000000E-01    0.263267767069199E+00    0.209400629390357E+01
    0.560000000000000E-01    0.284078697820550E+00    0.210890436344593E+01
    0.600000000000000E-01    0.305013080163650E+00    0.212486781195935E+01
    0.640000000000000E-01    0.326079402894626E+00    0.214188795543240E+01
    0.680000000000000E-01    0.347286082254159E+00    0.215995534026807E+01
    0.720000000000000E-01    0.368641455617210E+00    0.217905970983898E+01
    0.760000000000000E-01    0.390153774937962E+00    0.219918996895980E+01
    0.800000000000000E-01    0.411831199950006E+00    0.222033414627683E+01
    0.840000000000000E-01    0.433681791121749E+00    0.224247935457466E+01
    0.880000000000000E-01    0.455713503562408E+00    0.226561175712897E+01
    0.920000000000000E-01    0.477934177539936E+00    0.228971653699528E+01
    0.960000000000000E-01    0.500351527271160E+00    0.231477783300556E+01
    0.100000000000000E+00    0.522973136822963E+00    0.234077870566600E+01
    0.104000000000000E+00    0.545806451042377E+00    0.236770109146652E+01
    0.108000000000000E+00    0.568858766064089E+00    0.239552575754033E+01
    0.112000000000000E+00    0.592137219532103E+00    0.242423225723008E+01
    0.116000000000000E+00    0.615648780535507E+00    0.245379888656048E+01
    0.120000000000000E+00    0.639400239258394E+00    0.248420264161763E+01
    0.124000000000000E+00    0.663398196343896E+00    0.251541917683477E+01
    0.128000000000000E+00    0.687649051972353E+00    0.254742276418466E+01
    0.132000000000000E+00    0.712158994653620E+00    0.258018625327853E+01
    0.136000000000000E+00    0.736933989733490E+00    0.261368103237151E+01
    0.140000000000000E+00    0.761979767614261E+00    0.264787699027476E+01
    0.144000000000000E+00    0.787301811689423E+00    0.268274247917403E+01
    0.148000000000000E+00    0.812905345992484E+00    0.271824427835483E+01
    0.152000000000000E+00    0.838795322559916E+00    0.275434755883418E+01
    0.156000000000000E+00    0.864976408508240E+00    0.279101584889889E+01
    0.160000000000000E+00    0.891452972825239E+00    0.282821100055043E+01
    0.164000000000000E+00    0.918229072875297E+00    0.286589315685629E+01
    0.168000000000000E+00    0.945308440618875E+00    0.290402072020805E+01
    0.172000000000000E+00    0.972694468546112E+00    0.294255032148581E+01
    0.176000000000000E+00    0.100039019549212E+01    0.298143690345104E+01
    0.180000000000000E+00    0.102839828451349E+01    0.302063406403002E+01
    0.184000000000000E+00    0.105672101568668E+01    0.306009353063296E+01
    0.188000000000000E+00    0.108536028502346E+01    0.309976531987139E+01
    0.192000000000000E+00    0.111431758801923E+01    0.313959779099849E+01
    0.196000000000000E+00    0.114359400368835E+01    0.317953768508090E+01
    0.200000000000000E+00    0.117319017966313E+01    0.321953017399316E+01
    0.204000000000000E+00    0.120310631835677E+01    0.325951891923479E+01
    0.208000000000000E+00    0.123334216419002E+01    0.329944614057009E+01
    0.212000000000000E+00    0.126389699188174E+01    0.333925269449061E+01
    0.216000000000000E+00    0.129476959580323E+01    0.337887816250022E+01
    0.220000000000000E+00    0.132595828039644E+01    0.341826094922294E+01
    0.224000000000000E+00    0.135746085165590E+01    0.345733839033333E+01
    0.228000000000000E+00    0.138927460967459E+01    0.349604687030968E+01
    0.232000000000000E+00    0.142139634225356E+01    0.353432195000970E+01
    0.236000000000000E+00    0.145382231957539E+01    0.357209850406907E+01
    0.240000000000000E+00    0.148654828994147E+01    0.360931086812249E+01
    0.244000000000000E+00    0.151956947657311E+01    0.364589299584746E+01
    0.248000000000000E+00    0.155288057547646E+01    0.368177862583078E+01
    0.252000000000000E+00    0.158647575437125E+01    0.371690145825762E+01
    0.256000000000000E+00    0.162034865268337E+01    0.375119534142335E+01
    0.260000000000000E+00    0.165449238260126E+01    0.378459446806795E+01
    0.264000000000000E+00    0.168889953119612E+01    0.381703358153315E+01
    0.268000000000000E+00    0.172356214577972E+01    0.384844812897283E+01
    0.272000000000000E+00    0.175847172421103E+01    0.387877463479628E+01
    0.276000000000000E+00    0.179361937657405E+01    0.390795143470835E+01
    0.280000000000000E+00    0.182899570576863E+01    0.393591811800737E+01
    0.284000000000000E+00    0.186459081102265E+01    0.396261576188616E+01
    0.288000000000000E+00    0.190039430947525E+01    0.398798723244562E+01
    0.292000000000000E+00    0.193639535851891E+01    0.401197746880756E+01
    0.296000000000000E+00    0.197258267890020E+01    0.403453375032662E+01
    0.300000000000000E+00    0.200894457857927E+01    0.405560594690146E+01
    0.304000000000000E+00    0.204546897734810E+01    0.407514675238517E+01
    0.308000000000000E+00    0.208214343220748E+01    0.409311190109478E+01
    0.312000000000000E+00    0.211895516350269E+01    0.410946036742007E+01
    0.316000000000000E+00    0.215589108181801E+01    0.412415454853152E+01
